,Rating,Description,no_contract,rating_description_str,tokenized,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized
54,2,Fingerprint sensor any other fingers lock on so security is zero,"['Fingerprint', 'sensor', 'any', 'other', 'fingers', 'lock', 'on', 'so', 'security', 'is', 'zero']",Fingerprint sensor any other fingers lock on so security is zero,"['Fingerprint', 'sensor', 'any', 'other', 'fingers', 'lock', 'on', 'so', 'security', 'is', 'zero']","['fingerprint', 'sensor', 'any', 'other', 'fingers', 'lock', 'on', 'so', 'security', 'is', 'zero']","['fingerprint', 'sensor', 'any', 'other', 'fingers', 'lock', 'on', 'so', 'security', 'is', 'zero']","['fingerprint', 'sensor', 'fingers', 'lock', 'security', 'zero']","[('fingerprint', 'NN'), ('sensor', 'NN'), ('fingers', 'NNS'), ('lock', 'VBP'), ('security', 'NN'), ('zero', 'NN')]","[('fingerprint', 'n'), ('sensor', 'n'), ('fingers', 'n'), ('lock', 'v'), ('security', 'n'), ('zero', 'n')]","['fingerprint', 'sensor', 'finger', 'lock', 'security', 'zero']"
55,3,Phone performance is good ,"['Phone', 'performance', 'is', 'good']",Phone performance is good,"['Phone', 'performance', 'is', 'good']","['phone', 'performance', 'is', 'good']","['phone', 'performance', 'is', 'good']","['phone', 'performance', 'good']","[('phone', 'NN'), ('performance', 'NN'), ('good', 'NN')]","[('phone', 'n'), ('performance', 'n'), ('good', 'n')]","['phone', 'performance', 'good']"
56,2,I'm infinix user... this is third mobile of infinix. First time I feel unsatisfied with this mobile. I'm writing this review after using 1 week.,"['I am', 'infinix', 'user...', 'this', 'is', 'third', 'mobile', 'of', 'infinix.', 'First', 'time', 'I', 'feel', 'unsatisfied', 'with', 'this', 'mobile.', 'I am', 'writing', 'this', 'review', 'after', 'using', '1', 'week.']",I am infinix user... this is third mobile of infinix. First time I feel unsatisfied with this mobile. I am writing this review after using 1 week.,"['I', 'am', 'infinix', 'user', '...', 'this', 'is', 'third', 'mobile', 'of', 'infinix', '.', 'First', 'time', 'I', 'feel', 'unsatisfied', 'with', 'this', 'mobile', '.', 'I', 'am', 'writing', 'this', 'review', 'after', 'using', '1', 'week', '.']","['i', 'am', 'infinix', 'user', '...', 'this', 'is', 'third', 'mobile', 'of', 'infinix', '.', 'first', 'time', 'i', 'feel', 'unsatisfied', 'with', 'this', 'mobile', '.', 'i', 'am', 'writing', 'this', 'review', 'after', 'using', '1', 'week', '.']","['i', 'am', 'infinix', 'user', '...', 'this', 'is', 'third', 'mobile', 'of', 'infinix', 'first', 'time', 'i', 'feel', 'unsatisfied', 'with', 'this', 'mobile', 'i', 'am', 'writing', 'this', 'review', 'after', 'using', '1', 'week']","['infinix', 'user', '...', 'third', 'mobile', 'infinix', 'first', 'time', 'feel', 'unsatisfied', 'mobile', 'writing', 'review', 'using', '1', 'week']","[('infinix', 'NN'), ('user', 'NN'), ('...', ':'), ('third', 'JJ'), ('mobile', 'JJ'), ('infinix', 'NN'), ('first', 'JJ'), ('time', 'NN'), ('feel', 'VB'), ('unsatisfied', 'JJ'), ('mobile', 'JJ'), ('writing', 'VBG'), ('review', 'NN'), ('using', 'VBG'), ('1', 'CD'), ('week', 'NN')]","[('infinix', 'n'), ('user', 'n'), ('...', 'n'), ('third', 'a'), ('mobile', 'a'), ('infinix', 'n'), ('first', 'a'), ('time', 'n'), ('feel', 'v'), ('unsatisfied', 'a'), ('mobile', 'a'), ('writing', 'v'), ('review', 'n'), ('using', 'v'), ('1', 'n'), ('week', 'n')]","['infinix', 'user', '...', 'third', 'mobile', 'infinix', 'first', 'time', 'feel', 'unsatisfied', 'mobile', 'write', 'review', 'use', '1', 'week']"
57,5,Best phone,"['Best', 'phone']",Best phone,"['Best', 'phone']","['best', 'phone']","['best', 'phone']","['best', 'phone']","[('best', 'JJS'), ('phone', 'NN')]","[('best', 'a'), ('phone', 'n')]","['best', 'phone']"
58,3,Camera design is very large,"['Camera', 'design', 'is', 'very', 'large']",Camera design is very large,"['Camera', 'design', 'is', 'very', 'large']","['camera', 'design', 'is', 'very', 'large']","['camera', 'design', 'is', 'very', 'large']","['camera', 'design', 'large']","[('camera', 'NN'), ('design', 'NN'), ('large', 'JJ')]","[('camera', 'n'), ('design', 'n'), ('large', 'a')]","['camera', 'design', 'large']"
59,5,Awesome phone,"['Awesome', 'phone']",Awesome phone,"['Awesome', 'phone']","['awesome', 'phone']","['awesome', 'phone']","['awesome', 'phone']","[('awesome', 'JJ'), ('phone', 'NN')]","[('awesome', 'a'), ('phone', 'n')]","['awesome', 'phone']"
60,5,nice,['nice'],nice,['nice'],['nice'],['nice'],['nice'],"[('nice', 'JJ')]","[('nice', 'a')]",['nice']
61,2,Suppereb mobile,"['Suppereb', 'mobile']",Suppereb mobile,"['Suppereb', 'mobile']","['suppereb', 'mobile']","['suppereb', 'mobile']","['suppereb', 'mobile']","[('suppereb', 'NN'), ('mobile', 'NN')]","[('suppereb', 'n'), ('mobile', 'n')]","['suppereb', 'mobile']"
62,1,Heating issues and battery drains fast 100 to 0 in 4hrs53mins,"['Heating', 'issues', 'and', 'battery', 'drains', 'fast', '100', 'to', '0', 'in', '4hrs53mins']",Heating issues and battery drains fast 100 to 0 in 4hrs53mins,"['Heating', 'issues', 'and', 'battery', 'drains', 'fast', '100', 'to', '0', 'in', '4hrs53mins']","['heating', 'issues', 'and', 'battery', 'drains', 'fast', '100', 'to', '0', 'in', '4hrs53mins']","['heating', 'issues', 'and', 'battery', 'drains', 'fast', '100', 'to', '0', 'in', '4hrs53mins']","['heating', 'issues', 'battery', 'drains', 'fast', '100', '0', '4hrs53mins']","[('heating', 'VBG'), ('issues', 'NNS'), ('battery', 'NN'), ('drains', 'VBZ'), ('fast', 'RB'), ('100', 'CD'), ('0', 'CD'), ('4hrs53mins', 'NNS')]","[('heating', 'v'), ('issues', 'n'), ('battery', 'n'), ('drains', 'v'), ('fast', 'r'), ('100', 'n'), ('0', 'n'), ('4hrs53mins', 'n')]","['heat', 'issue', 'battery', 'drain', 'fast', '100', '0', '4hrs53mins']"
63,5,Nice Product,"['Nice', 'Product']",Nice Product,"['Nice', 'Product']","['nice', 'product']","['nice', 'product']","['nice', 'product']","[('nice', 'JJ'), ('product', 'NN')]","[('nice', 'a'), ('product', 'n')]","['nice', 'product']"
64,5,Nice,['Nice'],Nice,['Nice'],['nice'],['nice'],['nice'],"[('nice', 'JJ')]","[('nice', 'a')]",['nice']
65,5,This mbl is too good.battery capacity is awesome.it lasts so long nd quick charging.camera is also good.overall worth the money.,"['This', 'mbl', 'is', 'too', 'good.battery', 'capacity', 'is', 'awesome.it', 'lasts', 'so', 'long', 'nd', 'quick', 'charging.camera', 'is', 'also', 'good.overall', 'worth', 'the', 'money.']",This mbl is too good.battery capacity is awesome.it lasts so long nd quick charging.camera is also good.overall worth the money.,"['This', 'mbl', 'is', 'too', 'good.battery', 'capacity', 'is', 'awesome.it', 'lasts', 'so', 'long', 'nd', 'quick', 'charging.camera', 'is', 'also', 'good.overall', 'worth', 'the', 'money', '.']","['this', 'mbl', 'is', 'too', 'good.battery', 'capacity', 'is', 'awesome.it', 'lasts', 'so', 'long', 'nd', 'quick', 'charging.camera', 'is', 'also', 'good.overall', 'worth', 'the', 'money', '.']","['this', 'mbl', 'is', 'too', 'good.battery', 'capacity', 'is', 'awesome.it', 'lasts', 'so', 'long', 'nd', 'quick', 'charging.camera', 'is', 'also', 'good.overall', 'worth', 'the', 'money']","['mbl', 'good.battery', 'capacity', 'awesome.it', 'lasts', 'long', 'nd', 'quick', 'charging.camera', 'also', 'good.overall', 'worth', 'money']","[('mbl', 'NN'), ('good.battery', 'NN'), ('capacity', 'NN'), ('awesome.it', 'NN'), ('lasts', 'VBZ'), ('long', 'RB'), ('nd', 'JJ'), ('quick', 'NN'), ('charging.camera', 'NN'), ('also', 'RB'), ('good.overall', 'JJ'), ('worth', 'JJ'), ('money', 'NN')]","[('mbl', 'n'), ('good.battery', 'n'), ('capacity', 'n'), ('awesome.it', 'n'), ('lasts', 'v'), ('long', 'r'), ('nd', 'a'), ('quick', 'n'), ('charging.camera', 'n'), ('also', 'r'), ('good.overall', 'a'), ('worth', 'a'), ('money', 'n')]","['mbl', 'good.battery', 'capacity', 'awesome.it', 'last', 'long', 'nd', 'quick', 'charging.camera', 'also', 'good.overall', 'worth', 'money']"
66,5,very nice,"['very', 'nice']",very nice,"['very', 'nice']","['very', 'nice']","['very', 'nice']",['nice'],"[('nice', 'JJ')]","[('nice', 'a')]",['nice']
67,5,Excellent phone.,"['Excellent', 'phone.']",Excellent phone.,"['Excellent', 'phone', '.']","['excellent', 'phone', '.']","['excellent', 'phone']","['excellent', 'phone']","[('excellent', 'JJ'), ('phone', 'NN')]","[('excellent', 'a'), ('phone', 'n')]","['excellent', 'phone']"
68,5,good product,"['good', 'product']",good product,"['good', 'product']","['good', 'product']","['good', 'product']","['good', 'product']","[('good', 'JJ'), ('product', 'NN')]","[('good', 'a'), ('product', 'n')]","['good', 'product']"
69,1,Dont buy this phone friends worst phone in my life ,"['do not', 'buy', 'this', 'phone', 'friends', 'worst', 'phone', 'in', 'my', 'life']",do not buy this phone friends worst phone in my life,"['do', 'not', 'buy', 'this', 'phone', 'friends', 'worst', 'phone', 'in', 'my', 'life']","['do', 'not', 'buy', 'this', 'phone', 'friends', 'worst', 'phone', 'in', 'my', 'life']","['do', 'not', 'buy', 'this', 'phone', 'friends', 'worst', 'phone', 'in', 'my', 'life']","['buy', 'phone', 'friends', 'worst', 'phone', 'life']","[('buy', 'VB'), ('phone', 'NN'), ('friends', 'NNS'), ('worst', 'VBP'), ('phone', 'NN'), ('life', 'NN')]","[('buy', 'v'), ('phone', 'n'), ('friends', 'n'), ('worst', 'v'), ('phone', 'n'), ('life', 'n')]","['buy', 'phone', 'friend', 'worst', 'phone', 'life']"
70,5,Thanks Flipkart for best product,"['Thanks', 'Flipkart', 'for', 'best', 'product']",Thanks Flipkart for best product,"['Thanks', 'Flipkart', 'for', 'best', 'product']","['thanks', 'flipkart', 'for', 'best', 'product']","['thanks', 'flipkart', 'for', 'best', 'product']","['thanks', 'flipkart', 'best', 'product']","[('thanks', 'NNS'), ('flipkart', 'VBP'), ('best', 'JJS'), ('product', 'NN')]","[('thanks', 'n'), ('flipkart', 'v'), ('best', 'a'), ('product', 'n')]","['thanks', 'flipkart', 'best', 'product']"
71,5,Very good,"['Very', 'good']",Very good,"['Very', 'good']","['very', 'good']","['very', 'good']",['good'],"[('good', 'JJ')]","[('good', 'a')]",['good']
72,5,Good,['Good'],Good,['Good'],['good'],['good'],['good'],"[('good', 'JJ')]","[('good', 'a')]",['good']
73,5,Good Product,"['Good', 'Product']",Good Product,"['Good', 'Product']","['good', 'product']","['good', 'product']","['good', 'product']","[('good', 'JJ'), ('product', 'NN')]","[('good', 'a'), ('product', 'n')]","['good', 'product']"
74,3,Budget phone,"['Budget', 'phone']",Budget phone,"['Budget', 'phone']","['budget', 'phone']","['budget', 'phone']","['budget', 'phone']","[('budget', 'NN'), ('phone', 'NN')]","[('budget', 'n'), ('phone', 'n')]","['budget', 'phone']"
75,5,Super,['Super'],Super,['Super'],['super'],['super'],['super'],"[('super', 'NN')]","[('super', 'n')]",['super']
76,5,Amazing product in this price range..and decent camera and battery backup.. performance is just awesome with g70 chipset... fingerprint sensor is fast enough and dual speaker output is the most valuable thing in this mobile...sure you can consider this mobile in this price range 😍,"['Amazing', 'product', 'in', 'this', 'price', 'range..and', 'decent', 'camera', 'and', 'battery', 'backup..', 'performance', 'is', 'just', 'awesome', 'with', 'g70', 'chipset...', 'fingerprint', 'sensor', 'is', 'fast', 'enough', 'and', 'dual', 'speaker', 'output', 'is', 'the', 'most', 'valuable', 'thing', 'in', 'this', 'mobile...sure', 'you', 'can', 'consider', 'this', 'mobile', 'in', 'this', 'price', 'range', '😍']",Amazing product in this price range..and decent camera and battery backup.. performance is just awesome with g70 chipset... fingerprint sensor is fast enough and dual speaker output is the most valuable thing in this mobile...sure you can consider this mobile in this price range 😍,"['Amazing', 'product', 'in', 'this', 'price', 'range..and', 'decent', 'camera', 'and', 'battery', 'backup..', 'performance', 'is', 'just', 'awesome', 'with', 'g70', 'chipset', '...', 'fingerprint', 'sensor', 'is', 'fast', 'enough', 'and', 'dual', 'speaker', 'output', 'is', 'the', 'most', 'valuable', 'thing', 'in', 'this', 'mobile', '...', 'sure', 'you', 'can', 'consider', 'this', 'mobile', 'in', 'this', 'price', 'range', '😍']","['amazing', 'product', 'in', 'this', 'price', 'range..and', 'decent', 'camera', 'and', 'battery', 'backup..', 'performance', 'is', 'just', 'awesome', 'with', 'g70', 'chipset', '...', 'fingerprint', 'sensor', 'is', 'fast', 'enough', 'and', 'dual', 'speaker', 'output', 'is', 'the', 'most', 'valuable', 'thing', 'in', 'this', 'mobile', '...', 'sure', 'you', 'can', 'consider', 'this', 'mobile', 'in', 'this', 'price', 'range', '😍']","['amazing', 'product', 'in', 'this', 'price', 'range..and', 'decent', 'camera', 'and', 'battery', 'backup..', 'performance', 'is', 'just', 'awesome', 'with', 'g70', 'chipset', '...', 'fingerprint', 'sensor', 'is', 'fast', 'enough', 'and', 'dual', 'speaker', 'output', 'is', 'the', 'most', 'valuable', 'thing', 'in', 'this', 'mobile', '...', 'sure', 'you', 'can', 'consider', 'this', 'mobile', 'in', 'this', 'price', 'range', '😍']","['amazing', 'product', 'price', 'range..and', 'decent', 'camera', 'battery', 'backup..', 'performance', 'awesome', 'g70', 'chipset', '...', 'fingerprint', 'sensor', 'fast', 'enough', 'dual', 'speaker', 'output', 'valuable', 'thing', 'mobile', '...', 'sure', 'consider', 'mobile', 'price', 'range', '😍']","[('amazing', 'JJ'), ('product', 'NN'), ('price', 'NN'), ('range..and', 'NN'), ('decent', 'NN'), ('camera', 'NN'), ('battery', 'NN'), ('backup..', 'NN'), ('performance', 'NN'), ('awesome', 'JJ'), ('g70', 'NN'), ('chipset', 'NN'), ('...', ':'), ('fingerprint', 'NN'), ('sensor', 'NN'), ('fast', 'RB'), ('enough', 'RB'), ('dual', 'JJ'), ('speaker', 'NN'), ('output', 'NN'), ('valuable', 'JJ'), ('thing', 'NN'), ('mobile', 'NN'), ('...', ':'), ('sure', 'JJ'), ('consider', 'VBP'), ('mobile', 'JJ'), ('price', 'NN'), ('range', 'NN'), ('😍', 'NN')]","[('amazing', 'a'), ('product', 'n'), ('price', 'n'), ('range..and', 'n'), ('decent', 'n'), ('camera', 'n'), ('battery', 'n'), ('backup..', 'n'), ('performance', 'n'), ('awesome', 'a'), ('g70', 'n'), ('chipset', 'n'), ('...', 'n'), ('fingerprint', 'n'), ('sensor', 'n'), ('fast', 'r'), ('enough', 'r'), ('dual', 'a'), ('speaker', 'n'), ('output', 'n'), ('valuable', 'a'), ('thing', 'n'), ('mobile', 'n'), ('...', 'n'), ('sure', 'a'), ('consider', 'v'), ('mobile', 'a'), ('price', 'n'), ('range', 'n'), ('😍', 'n')]","['amazing', 'product', 'price', 'range..and', 'decent', 'camera', 'battery', 'backup..', 'performance', 'awesome', 'g70', 'chipset', '...', 'fingerprint', 'sensor', 'fast', 'enough', 'dual', 'speaker', 'output', 'valuable', 'thing', 'mobile', '...', 'sure', 'consider', 'mobile', 'price', 'range', '😍']"
77,5,Wonderful smartphone,"['Wonderful', 'smartphone']",Wonderful smartphone,"['Wonderful', 'smartphone']","['wonderful', 'smartphone']","['wonderful', 'smartphone']","['wonderful', 'smartphone']","[('wonderful', 'JJ'), ('smartphone', 'NN')]","[('wonderful', 'a'), ('smartphone', 'n')]","['wonderful', 'smartphone']"
78,5,Very good product,"['Very', 'good', 'product']",Very good product,"['Very', 'good', 'product']","['very', 'good', 'product']","['very', 'good', 'product']","['good', 'product']","[('good', 'JJ'), ('product', 'NN')]","[('good', 'a'), ('product', 'n')]","['good', 'product']"
79,4,Mobile size is very big,"['Mobile', 'size', 'is', 'very', 'big']",Mobile size is very big,"['Mobile', 'size', 'is', 'very', 'big']","['mobile', 'size', 'is', 'very', 'big']","['mobile', 'size', 'is', 'very', 'big']","['mobile', 'size', 'big']","[('mobile', 'JJ'), ('size', 'NN'), ('big', 'JJ')]","[('mobile', 'a'), ('size', 'n'), ('big', 'a')]","['mobile', 'size', 'big']"
80,4,Its really excellent,"['Its', 'really', 'excellent']",Its really excellent,"['Its', 'really', 'excellent']","['its', 'really', 'excellent']","['its', 'really', 'excellent']","['really', 'excellent']","[('really', 'RB'), ('excellent', 'JJ')]","[('really', 'r'), ('excellent', 'a')]","['really', 'excellent']"
81,5,Good in price,"['Good', 'in', 'price']",Good in price,"['Good', 'in', 'price']","['good', 'in', 'price']","['good', 'in', 'price']","['good', 'price']","[('good', 'JJ'), ('price', 'NN')]","[('good', 'a'), ('price', 'n')]","['good', 'price']"
82,5,Osm phone 👍🏻,"['Osm', 'phone', '👍🏻']",Osm phone 👍🏻,"['Osm', 'phone', '👍🏻']","['osm', 'phone', '👍🏻']","['osm', 'phone', '👍🏻']","['osm', 'phone', '👍🏻']","[('osm', 'IN'), ('phone', 'NN'), ('👍🏻', 'NN')]","[('osm', 'n'), ('phone', 'n'), ('👍🏻', 'n')]","['osm', 'phone', '👍🏻']"
83,5,Good,['Good'],Good,['Good'],['good'],['good'],['good'],"[('good', 'JJ')]","[('good', 'a')]",['good']
84,5,nice phone under this price range😊,"['nice', 'phone', 'under', 'this', 'price', 'range😊']",nice phone under this price range😊,"['nice', 'phone', 'under', 'this', 'price', 'range😊']","['nice', 'phone', 'under', 'this', 'price', 'range😊']","['nice', 'phone', 'under', 'this', 'price', 'range😊']","['nice', 'phone', 'price', 'range😊']","[('nice', 'JJ'), ('phone', 'NN'), ('price', 'NN'), ('range😊', 'NN')]","[('nice', 'a'), ('phone', 'n'), ('price', 'n'), ('range😊', 'n')]","['nice', 'phone', 'price', 'range😊']"
85,5,Best Product and delivery service was superb,"['Best', 'Product', 'and', 'delivery', 'service', 'was', 'superb']",Best Product and delivery service was superb,"['Best', 'Product', 'and', 'delivery', 'service', 'was', 'superb']","['best', 'product', 'and', 'delivery', 'service', 'was', 'superb']","['best', 'product', 'and', 'delivery', 'service', 'was', 'superb']","['best', 'product', 'delivery', 'service', 'superb']","[('best', 'JJS'), ('product', 'NN'), ('delivery', 'NN'), ('service', 'NN'), ('superb', 'NN')]","[('best', 'a'), ('product', 'n'), ('delivery', 'n'), ('service', 'n'), ('superb', 'n')]","['best', 'product', 'delivery', 'service', 'superb']"
86,5,Super,['Super'],Super,['Super'],['super'],['super'],['super'],"[('super', 'NN')]","[('super', 'n')]",['super']
87,5,nice,['nice'],nice,['nice'],['nice'],['nice'],['nice'],"[('nice', 'JJ')]","[('nice', 'a')]",['nice']
88,5,Excellent  mobile,"['Excellent', 'mobile']",Excellent mobile,"['Excellent', 'mobile']","['excellent', 'mobile']","['excellent', 'mobile']","['excellent', 'mobile']","[('excellent', 'NN'), ('mobile', 'NN')]","[('excellent', 'n'), ('mobile', 'n')]","['excellent', 'mobile']"
89,4,Value for money.,"['Value', 'for', 'money.']",Value for money.,"['Value', 'for', 'money', '.']","['value', 'for', 'money', '.']","['value', 'for', 'money']","['value', 'money']","[('value', 'NN'), ('money', 'NN')]","[('value', 'n'), ('money', 'n')]","['value', 'money']"
90,4,Good mobile,"['Good', 'mobile']",Good mobile,"['Good', 'mobile']","['good', 'mobile']","['good', 'mobile']","['good', 'mobile']","[('good', 'JJ'), ('mobile', 'NN')]","[('good', 'a'), ('mobile', 'n')]","['good', 'mobile']"
91,4,Good. Very very good. Thank you Flipkart.,"['Good.', 'Very', 'very', 'good.', 'Thank', 'you', 'Flipkart.']",Good. Very very good. Thank you Flipkart.,"['Good', '.', 'Very', 'very', 'good', '.', 'Thank', 'you', 'Flipkart', '.']","['good', '.', 'very', 'very', 'good', '.', 'thank', 'you', 'flipkart', '.']","['good', 'very', 'very', 'good', 'thank', 'you', 'flipkart']","['good', 'good', 'thank', 'flipkart']","[('good', 'JJ'), ('good', 'JJ'), ('thank', 'NN'), ('flipkart', 'NN')]","[('good', 'a'), ('good', 'a'), ('thank', 'n'), ('flipkart', 'n')]","['good', 'good', 'thank', 'flipkart']"
